id,name,source,genre,role,gm_programs,instrument_families,container,member,pack
f026f979161903892f24,103_funk-rock_92_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/103_funk-rock_92_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
55dc9c084af3412d428e,103_funk_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/103_funk_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
8f866ff9bb8579b5f4cb,103_hiphop_70_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/103_hiphop_70_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
6f92780a5f15d52b01b3,103_pop_132_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/103_pop_132_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
ad44d8fbddc0e07f7cb3,104_funk-rock_92_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/104_funk-rock_92_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
f53a36c079102ad4b2e6,104_funk_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/104_funk_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
ab942c0b417ea85393b1,104_hiphop_70_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/104_hiphop_70_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
6b13ebcdfcea31e73c89,104_pop_132_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/104_pop_132_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
09d3d77a720e25cc1c4a,105_funk-rock_92_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/105_funk-rock_92_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
80117b2390aa40cddae6,105_funk_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/105_funk_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
080b1a716d8058cb2e40,105_hiphop_70_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/105_hiphop_70_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
42b77aca22bedf888f63,105_pop_132_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/105_pop_132_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
054e1ebdba78cfb89511,106_funk-rock_92_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/106_funk-rock_92_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
b086e715abc2ae1f3560,106_funk_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/106_funk_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
1373493adacfbd43630b,106_hiphop_70_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/106_hiphop_70_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
ec632288c35b3a6f16da,106_soul-motown_104_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/106_soul-motown_104_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
9b77417a3748dad1bf02,107_funk-rock_92_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/107_funk-rock_92_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
a3f2537e4cee27df5f8d,107_funk_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/107_funk_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
99ad106e9a863fadf3e7,107_hiphop_70_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/107_hiphop_70_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
081e3d0820ade070d5ab,107_soul-motown_104_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/107_soul-motown_104_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
25a84cd22df27d0135aa,108_funk-rock_92_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/108_funk-rock_92_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
c86900810867405ab368,108_funk_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/108_funk_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
a93eb1e0cfb41b59c566,108_rock_95_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/108_rock_95_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
7e0dc29f23f2f501bb85,108_soul-motown_104_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/108_soul-motown_104_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
33c1e59414c8390cc84b,109_funk-rock_92_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/109_funk-rock_92_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
909aea22fb4e37bc45ce,109_funk_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/109_funk_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
29bfbc120b2b94c42fd1,109_rock_95_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/109_rock_95_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
668b0243725728124b35,109_soul-motown_104_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/109_soul-motown_104_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
96d981ac228e9895117a,10_country_114_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/10_country_114_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
bcfa126331b2f06e8459,10_hiphop_86_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer8/session2/10_hiphop_86_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
6e6dfc3c607847185e57,10_jazz-funk_116_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/10_jazz-funk_116_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
d0b43f498720f93a98df,10_jazz-swing_110_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer10/session1/10_jazz-swing_110_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
6951808c4b14ffeb6dcf,10_latin-brazilian-sambareggae_96_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer5/session1/10_latin-brazilian-sambareggae_96_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
6aeed74a3c60378ff5cf,10_neworleans-funk_102_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer5/session2/10_neworleans-funk_102_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
3fdbe61cf7229ca36d58,10_neworleans-funk_82_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer8/session1/10_neworleans-funk_82_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
6cc47c3431ec1ef8fa7a,10_rock-folk_90_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session3/10_rock-folk_90_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
5146dccc6a540749ff13,10_rock_100_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer9/session1/10_rock_100_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
f3b8ac54fce97442d4df,10_rock_100_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session2/10_rock_100_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
15e3d5edbf74f5599150,10_rock_105_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer3/session1/10_rock_105_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
b4c039006f9c2b389a92,10_rock_130_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer2/session2/10_rock_130_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
681f67ebecb6d01a7b84,10_rock_60_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/10_rock_60_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
0c0ca249a1c5e64e8c4d,10_rock_93_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session1/10_rock_93_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
2625155dcc7ea1e22b19,10_rock_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/10_rock_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
2d617c289198e8997026,10_soul-groove10_102_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/eval_session/10_soul-groove10_102_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
d007fbd2a9c1b16d1c6b,10_soul-groove10_102_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/eval_session/10_soul-groove10_102_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
fa6fae903f7301da1f61,10_soul-groove10_102_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer8/eval_session/10_soul-groove10_102_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
fac813d31721234adf52,10_soul-groove10_102_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer5/eval_session/10_soul-groove10_102_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
7215231d3f97269e539e,110_funk_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/110_funk_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
84aa8c5cf306e92582f4,110_rock-prog_190_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/110_rock-prog_190_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
bb998b79baf53f1b7493,110_rock_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/110_rock_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
a7db06ff7496ce789653,110_soul-motown_104_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/110_soul-motown_104_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
8d098977d01c78055340,111_funk_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/111_funk_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
3a0c6ae7df2bfe41d913,111_rock-prog_110_beat_5-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/111_rock-prog_110_beat_5-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
618f2a396253aabea8df,111_rock_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/111_rock_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
482b07d544b0be141d39,111_soul-motown_104_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/111_soul-motown_104_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
0921de31555191a3d3b9,112_afrocuban-bembe_122_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/112_afrocuban-bembe_122_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
c7e32521727d8f6971c0,112_funk_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/112_funk_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
6cb73dba2e57e4e7f85b,112_jazz-fusion_96_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/112_jazz-fusion_96_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
eb52115c87a1fe74184b,112_rock_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/112_rock_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
dc5ca227749a4b607098,113_afrocuban-bembe_122_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/113_afrocuban-bembe_122_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
5fe9b4cc0fdf488d6684,113_funk_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/113_funk_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
921b1e51099cb473746a,113_jazz-fusion_96_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/113_jazz-fusion_96_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
3c6616807f67312dcfbf,113_rock_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/113_rock_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
cec9bf8d8a4304dc54aa,114_afrocuban-bembe_122_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/114_afrocuban-bembe_122_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
23b2a6b4d7ba28d9d415,114_funk_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/114_funk_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
89aa1ea833249145b34f,114_jazz-fusion_96_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/114_jazz-fusion_96_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
e26e34d02286eee451b9,114_rock_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/114_rock_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
095acf135ba8400a271d,115_afrocuban-bembe_122_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/115_afrocuban-bembe_122_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
a3686f2fe995a095f15e,115_funk_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/115_funk_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
6dc0c04f4c84615ce1a0,115_jazz-fusion_96_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/115_jazz-fusion_96_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
5e96a08fcebf6a9f7fa0,115_rock_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/115_rock_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
c80013a7cdfd4cd097f6,116_afrocuban-bembe_122_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/116_afrocuban-bembe_122_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
f94eafb8550b0a8e75a9,116_funk_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/116_funk_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
15d3ea75cd3051009958,116_jazz-fusion_96_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/116_jazz-fusion_96_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
111e85a2f60db9f25c26,116_rock_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/116_rock_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
36951018e73767c73f53,117_afrocuban-bembe_122_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/117_afrocuban-bembe_122_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
e60d1ddb04a5cefa7810,117_funk_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/117_funk_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
74c19188f2b2ca8c2179,117_jazz-fusion_96_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/117_jazz-fusion_96_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
a4466f0def2a4e9daa97,117_rock_95_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/117_rock_95_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
b7d4aca35c52b02cc48a,118_afrocuban-bembe_122_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/118_afrocuban-bembe_122_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
bd73bfb0c28cadac234b,118_funk_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/118_funk_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
b4fcef4d8e93c2e2d566,118_jazz-fusion_96_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/118_jazz-fusion_96_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
c716ddf7db4140145c9d,118_rock_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/118_rock_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
883c477559addac3f961,119_afrocuban-bembe_122_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer1/session2/119_afrocuban-bembe_122_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
a6ace6d57529b993e00b,119_funk_95_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,GM 0 Acoustic Grand Piano,Piano,groove-v1.0.0-midionly.zip,groove/drummer1/session1/119_funk_95_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
f44e476e33824b7e82bb,119_jazz-fusion_96_fill_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session2/119_jazz-fusion_96_fill_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
fe17fe33f8cfd14c6235,119_rock_95_beat_4-4.mid,groove-v1.0.0-midionly,groove,drums,,,groove-v1.0.0-midionly.zip,groove/drummer7/session3/119_rock_95_beat_4-4.mid,groove/drums/groove-v1-0-0-midionly-e872d4__001.zip
